Ort;Plz;Bundesland;lat;lng;km
Amstetten;73340;Baden-Württemberg;48,5761394;9,8741922;553
Amtsberg;9439;Sachsen;50,7342313;13,0108691;373
Amtzell;88279;Baden-Württemberg;47,7150121;9,7540122;649
An der Chaussee;25840;Schlewig-Holstein;54,3898494;9,0673506;113
An der Rhumequelle;37434;Niedersachsen;51,607631;10,2202484;216
Andechs;82346;Bayern;47,9668489;11,1845784;626
Andenhausen;36452;Thüringen;50,6647296;10,1405123;321
Anderbeck;38836;Sachsen-Anhalt;52,0089346;10,8644139;180
Anderlingen;27446;Niedersachsen;53,3996924;9,2582355;55
Andernach;56626;Rheinland-Pfalz;50,436848;7,3533422;392
Andervenne;49832;Niedersachsen;52,4842748;7,5376352;206
Andisleben;99189;Thüringen;51,0451572;10,9503104;285
Andrichstadt;83364;Bayern;47,8329599;12,7497721;664
Angelbachtal;74918;Baden-Württemberg;49,2254606;8,7717304;489
Angelburg;35719;Hessen;50,8067875;8,433096;324
Angelhof I u. II;67346;Rheinland-Pfalz;49,3272223;8,4352179;483
Angelroda;99338;Thüringen;50,7774402;10,9017844;314
Anger;83454;Bayern;47,8013487;12,8651896;669
Anger;83565;Bayern;48,0215561;12,03508;630
Angermünde;16278;Brandenburg;53,0425866;13,9842648;268
Angern;39326;Sachsen-Anhalt;52,2795833;11,624627;176
Angersdorf;6179;Sachsen-Anhalt;51,4564641;11,8188107;262
Angl;83739;Bayern;51,165691;10,451526;267
Anhausen;56584;Rheinland-Pfalz;50,4980852;7,5531911;380
Ankermühle;37308;Thüringen;51,3896504;10,1681603;240
Ankershagen;17219;Mecklenburg-Vorpommern;53,5367801;12,9307154;190
Anklam;17389;Mecklenburg-Vorpommern;53,8392931;13,6728862;241
Ankum;49577;Niedersachsen;52,5410868;7,8714262;184
Anna Luisenhof;18239;Mecklenburg-Vorpommern;53,989132;11,8908452;130
Annaberg;67098;Rheinland-Pfalz;49,4590591;8,0944799;475
Annaberg-Buchholz;9456;Sachsen;50,5814953;13,0552336;389
Annaburg;6925;Sachsen-Anhalt;51,7307201;13,0443907;286
Annahütte;1994;Brandenburg;51,5611052;13,8965781;341
Annarode;6308;Sachsen-Anhalt;51,5830708;11,4923634;240
Anning;83368;Bayern;47,9691834;12,5671151;645
Annweiler;76855;Rheinland-Pfalz;49,2022347;7,9700268;505
Anröchte;59609;Nordrhein-Westfalen;51,5476187;8,3090555;252
Ansbach;91522;Bayern;49,2999323;10,5595763;474
Anschau;56729;Rheinland-Pfalz;50,3691224;7,1516537;406
Antdorf;82387;Bayern;47,7555494;11,3085054;650
Antrifttal;36326;Hessen;50,7949406;9,1842097;312
Antweiler;53533;Rheinland-Pfalz;50,4146093;6,8076975;413
Anzing;85646;Bayern;48,1515169;11,8518643;614
Apelern;31552;Niedersachsen;52,3016141;9,3368243;147
Apen;26689;Niedersachsen;53,2006565;7,7946357;155
Apenburg;38486;Sachsen-Anhalt;52,6260306;11,1718704;127
Apensen;21641;Niedersachsen;53,4427222;9,6080277;32
Apfeldorf;86974;Bayern;47,8920331;10,9350339;632
Apfelstädt;99192;Thüringen;50,9105544;10,9151181;299
Apfeltrach;87742;Bayern;48,002062;10,5037633;618
Apolda;99510;Thüringen;51,0110833;11,5004392;299
Appel;21279;Niedersachsen;53,3720216;9,7396826;29
Appelbeck;21279;Niedersachsen;53,3720216;9,7396826;29
Appeln;27616;Niedersachsen;53,434765;8,7969675;84
Appen;25482;Schlewig-Holstein;53,659615;9,7424371;24
Appenheim;55437;Rheinland-Pfalz;49,9303254;8,032921;426
Appenrode;99768;Thüringen;51,5770946;10,7874954;225
Appensee;74597;Baden-Württemberg;49,072745;10,1302812;498
Appenweier;77767;Baden-Württemberg;48,5329402;7,982188;576
Apperting;83376;Bayern;47,9611706;12,5005511;645
Arbach;56769;Rheinland-Pfalz;50,2766982;7,0070748;420
Arberg;91722;Bayern;49,1445963;10,6172451;492
Aremberg;53533;Rheinland-Pfalz;50,4146093;6,8076975;413
Arendsee;17291;Brandenburg;53,3193989;13,8724781;255
Arendsee;39619;Sachsen-Anhalt;52,859462;11,44928;121
Arenrath;54518;Rheinland-Pfalz;49,9522134;6,8181172;458
Arensdorf;6369;Sachsen-Anhalt;51,713486;12,0183022;244
Arensdorf;15518;Brandenburg;52,3864736;14,19504;306
Arenshausen;37318;Thüringen;51,3628667;10,0721805;243
Arensnest;14827;Brandenburg;52,1141093;12,4557646;227
Arenzhain;3253;Brandenburg;51,6471716;13,4956659;315
Aresing;86561;Bayern;48,5358853;11,3010136;564
Arft;56729;Rheinland-Pfalz;50,3691224;7,1516537;406
Argenbühl;88260;Baden-Württemberg;47,698093;9,9497347;651
Argenschwang;55595;Rheinland-Pfalz;49,8638457;7,7317592;440
Argenthal;55496;Rheinland-Pfalz;49,9714279;7,5982301;432
Arholzen;37627;Niedersachsen;51,8516463;9,6103261;191
Arkebek;25767;Schlewig-Holstein;54,1428732;9,2724517;83
Arleting;83374;Bayern;47,9454517;12,6018174;649
Arlewatt;25860;Schlewig-Holstein;54,5212573;9,0811415;125
Armsheim;55288;Rheinland-Pfalz;49,8395839;8,159343;433
Armstedt;24616;Schlewig-Holstein;53,9980856;9,8453357;52
Armstorf;21769;Niedersachsen;53,6301839;9,0983372;63
Arnbruck;93471;Bayern;49,1303578;12,9996546;532
Arneburg;39596;Sachsen-Anhalt;52,727602;11,9501613;156
Arnis;24399;Schlewig-Holstein;54,6298099;9,9292469;120
Arnsau;53547;Rheinland-Pfalz;50,5651574;7,3805962;379
Arnsbach;7330;Thüringen;50,5297658;11,3827995;348
Arnsberg;59755;Nordrhein-Westfalen;51,4522286;7,972033;272
Arnsberg;59757;Nordrhein-Westfalen;51,4248978;7,9445473;276
Arnsberg;59759;Nordrhein-Westfalen;51,4363328;8,0091642;273
Arnsberg;59821;Nordrhein-Westfalen;51,3743121;8,0661821;277
Arnsberg;59823;Nordrhein-Westfalen;51,4181261;8,0453281;273
Arnschwang;93473;Bayern;49,2747006;12,8158591;513
Arnsdorf;1477;Sachsen;51,0946097;13,9891512;382
Arnsdorf;6917;Sachsen-Anhalt;51,8346387;12,9829937;275
Arnsgereuth;7318;Thüringen;50,6351912;11,3594746;336
Arnsgrün;7952;Thüringen;50,5918585;11,9943259;355
Arnshöfen;56244;Rheinland-Pfalz;50,5530044;7,8053216;367
Arnsnesta;4916;Brandenburg;51,7208106;13,2298038;296
Arnstadt;99310;Thüringen;50,8100961;10,9640913;311
Arnstedt;6333;Sachsen-Anhalt;51,662269;11,4680169;231
Arnstein;56379;Rheinland-Pfalz;50,2807401;7,8345152;394
Arnstein;97450;Bayern;49,9842803;9,9364015;397
Arnstorf;94424;Bayern;48,5578577;12,8175555;588
Arpsdorf;24634;Schlewig-Holstein;54,0490463;9,9171808;56
Arpshagen;23948;Mecklenburg-Vorpommern;53,9517172;11,1220442;83
Arrach;93474;Bayern;49,1976225;12,9962056;525
Arras;9326;Sachsen;51,0778024;12,9057027;337
Artamhof;66849;Rheinland-Pfalz;49,3981955;7,5602569;493
Artern;6556;Thüringen;51,3667759;11,2919115;257
Artlenburg;21380;Niedersachsen;53,3685888;10,4823794;35
Arzbach;56337;Rheinland-Pfalz;50,3766367;7,7212212;387
Arzberg;4886;Sachsen;51,5764765;13,0853524;300
Arzberg;95659;Bayern;50,057773;12,1893646;415
Arzfeld;54687;Rheinland-Pfalz;50,0865216;6,2653212;465
Asbach;53567;Rheinland-Pfalz;50,6826354;7,4182818;366
Asbach;55758;Rheinland-Pfalz;49,8124005;7,2552807;458
Asbach;89522;Baden-Württemberg;48,6628951;10,1658148;544
Asbach;98574;Thüringen;50,7220373;10,4394631;316
Asbach-Bäumenheim;86663;Bayern;48,6885231;10,8250383;543
Asbacherhütte;55758;Rheinland-Pfalz;49,8124005;7,2552807;458
Asbach-Sickenberg;37318;Thüringen;51,3628667;10,0721805;243
Ascha;94347;Bayern;48,9975191;12,6374351;537
Aschaffenburg;63739;Bayern;49,9781948;9,1665422;402
Aschaffenburg;63741;Bayern;49,9951707;9,115508;401
Aschaffenburg;63743;Bayern;49,9497024;9,1671894;405
Aschara;99958;Thüringen;51,0937825;10,7501659;277
Aschau;7426;Thüringen;50,6589809;11,1152726;330
Aschau;83229;Bayern;47,7805396;12,3243816;661
Aschau;84544;Bayern;48,1990607;12,3520275;617
Aschbach;67753;Rheinland-Pfalz;49,6106753;7,6751857;468
Aschbach;83739;Bayern;51,165691;10,451526;267
Ascheberg;24326;Schlewig-Holstein;54,1508099;10,3411849;69
Ascheberg;59387;Nordrhein-Westfalen;51,7956602;7,6252613;255
Ascheffel;24358;Schlewig-Holstein;54,4243264;9,6854009;100
Aschendorf;26871;Niedersachsen;53,0521313;7,4104258;184
Aschenhausen;98634;Thüringen;50,6061745;10,1562028;328
Aschenhütte;37412;Niedersachsen;51,6201495;10,3247943;215
Aschersleben;6449;Sachsen-Anhalt;51,7793089;11,4729835;219
Aschheim;85609;Bayern;48,1853016;11,7203686;608
Aseleben;6317;Sachsen-Anhalt;51,4608293;11,6713282;257
Asendorf;21271;Niedersachsen;53,2539257;9,9806884;33
Asendorf;27330;Niedersachsen;52,7723998;9,0045269;111
Aspach;71546;Baden-Württemberg;48,9926501;9,3958496;509
Aspach;99880;Thüringen;50,9318497;10,5608574;293
Aspelhorn;21388;Niedersachsen;53,1409788;10,1463291;46
Aspenstedt;38822;Sachsen-Anhalt;51,9374647;11,0549807;192
Asperg;71679;Baden-Württemberg;48,9065017;9,141133;520
Aspisheim;55459;Rheinland-Pfalz;49,9064828;7,9810947;429
Assamstadt;97959;Baden-Württemberg;49,4336556;9,6832527;459
Asselfingen;89176;Baden-Württemberg;48,5298334;10,1914825;558
Aßlar;35614;Hessen;50,6132229;8,4350024;345
Aßling;85617;Bayern;47,9921658;12,0053381;633
Ast;83565;Bayern;48,0215561;12,03508;630
Ast;93449;Bayern;49,3783242;12,7058119;499
Astert;57627;Rheinland-Pfalz;50,6571026;7,8079388;356
Ateritz;6901;Sachsen-Anhalt;51,7845531;12,6593912;264
Athenstedt;38822;Sachsen-Anhalt;51,9374647;11,0549807;192
Attendorn;57439;Nordrhein-Westfalen;51,1035104;7,8666546;310
Attenhausen;56370;Rheinland-Pfalz;50,2958457;7,9175351;390
Attenhofen;84091;Bayern;48,6616935;11,8606357;558
Attenkirchen;85395;Bayern;48,491942;11,7355489;575
Attenweiler;88448;Baden-Württemberg;48,1355998;9,698805;603
Atterwasch;3172;Brandenburg;51,9475081;14,5690228;353
Atting;94348;Bayern;48,8941127;12,4883424;545
Atzelgift;57629;Rheinland-Pfalz;50,6980894;7,8194124;352
Atzendorf;39443;Sachsen-Anhalt;51,8981624;11,6338521;213
Atzlbach;83364;Bayern;47,8329599;12,7497721;664
Au;76474;Baden-Württemberg;48,9516749;8,2366511;527
Au;79280;Baden-Württemberg;47,9547455;7,835928;641
Au;83364;Bayern;47,8329599;12,7497721;664
Au;83546;Bayern;48,1729437;12,3137672;619
Au;84072;Bayern;48,5555434;11,7086836;567
Aub;97239;Bayern;49,5466752;10,0419939;445
Aubstadt;97633;Bayern;50,3253664;10,4291184;360
Audenhain;4838;Sachsen;51,4869004;12,6411982;289
Auderath;56766;Rheinland-Pfalz;50,1868515;7,0024566;428
Aue;8280;Sachsen;50,5943135;12,7061804;376
Aue a Berg;7318;Thüringen;50,6351912;11,3594746;336
Auel;56357;Rheinland-Pfalz;50,1917699;7,7704523;405
Auen;55569;Rheinland-Pfalz;49,7992767;7,5914557;450
Auenwald;71549;Baden-Württemberg;48,9333322;9,5234932;515
Auerbach;8209;Sachsen;50,4823022;12,4322236;378
Auerbach;9392;Sachsen;50,6876767;12,9121843;374
Auerbach;91275;Bayern;49,6917617;11,6287083;443
Auerbach;94530;Bayern;48,8034777;13,1002849;569
Auerberg;95703;Bayern;49,7834157;12,3086914;447
Auerstedt;99518;Thüringen;51,0878954;11,6285723;294
Auetal;31749;Niedersachsen;52,2433763;9,2598324;155
Aufhausen;93089;Bayern;48,8765871;12,2852575;543
Aufkirchen;82282;Bayern;51,165691;10,451526;267
Aufseß;91347;Bayern;49,8842068;11,2264064;416
Auggen;79424;Baden-Württemberg;47,7880585;7,5909885;664
Augsburg;86150;Bayern;48,3656729;10,8942662;580
Augsburg;86152;Bayern;48,371906;10,8950444;579
Augsburg;86153;Bayern;48,3808751;10,8936063;578
Augsburg;86154;Bayern;48,3924207;10,8784163;577
Augsburg;86156;Bayern;48,3920947;10,8553557;576
Augsburg;86157;Bayern;48,3632185;10,8671198;580
Augsburg;86159;Bayern;48,3450075;10,8993532;582
Augsburg;86161;Bayern;48,3459285;10,9160825;582
Augsburg;86163;Bayern;48,3551597;10,9444116;581
Augsburg;86165;Bayern;48,3815038;10,9397471;578
Augsburg;86167;Bayern;48,3930563;10,9245621;577
Augsburg;86169;Bayern;48,41769;10,9046053;574
Augsburg;86179;Bayern;48,3100835;10,9217989;586
Augsburg;86199;Bayern;48,3173106;10,8461198;585
Augsdorf;6308;Sachsen-Anhalt;51,5830708;11,4923634;240
Augustdorf;32832;Nordrhein-Westfalen;51,897825;8,7504202;204
Augustusburg;9573;Sachsen;50,8081717;13,104331;369
Auhagen;31553;Niedersachsen;52,3972121;9,2683882;139
Auhausen;86736;Bayern;49,0112895;10,5839951;506
Auhof;74564;Baden-Württemberg;49,1411309;10,0493208;490
Aukrug;24613;Schlewig-Holstein;54,0694506;9,7796757;60
Auleben;99765;Thüringen;51,4469708;10,879917;241
Aulendorf;88326;Baden-Württemberg;47,9426576;9,6556921;624
Aull;65582;Rheinland-Pfalz;50,3775374;8,013231;379
Aulosen;39615;Sachsen-Anhalt;52,8877708;11,7523292;135
Auma;7955;Thüringen;50,7067322;11,9010897;341
Aumühle;21521;Schlewig-Holstein;53,5254266;10,3134718;18
Aura;97717;Bayern;50,1519529;10,037047;378
Aura;97773;Bayern;50,1943688;9,5371374;375
Aurach;91589;Bayern;49,2464705;10,4153965;479
Aurachtal;91086;Bayern;49,578842;10,8210829;445
Aurich;26603;Niedersachsen;53,4728267;7,485801;170
Aurich;26605;Niedersachsen;53,4668022;7,5382334;166
Aurich;26607;Niedersachsen;53,5211342;7,538827;166
Ausacker;24975;Schlewig-Holstein;54,7496129;9,5620288;137
Ausleben;39393;Sachsen-Anhalt;52,0862359;11,1198458;178
Außernzell;94532;Bayern;48,7239517;13,20272;580
Authausen;4849;Sachsen;51,6034528;12,6503593;279
Auufer;25548;Schlewig-Holstein;53,9651114;9,711491;51
Auw;54597;Rheinland-Pfalz;50,1389664;6,3476353;457
Auw;54664;Rheinland-Pfalz;49,906188;6,6355682;468
Auwies;94568;Bayern;48,8912376;13,428445;569
Aventoft;25927;Schlewig-Holstein;54,8688019;8,7338732;170
Averlak;25715;Schlewig-Holstein;53,9499882;9,1386269;75
Axien;6922;Sachsen-Anhalt;51,165691;10,451526;267
Axstedt;27729;Niedersachsen;53,3104953;8,8262156;85
Aying;85653;Bayern;47,9656255;11,7539218;632
Ayl;54441;Rheinland-Pfalz;49,639444;6,5415587;498
Aystetten;86482;Bayern;48,4102223;10,7706589;574
Azmannsdorf;99198;Thüringen;50,9693475;11,1547517;297
Azmannsdorf;99198;Thüringen;50,9693475;11,1547517;297
Baabe;18586;Mecklenburg-Vorpommern;54,3421094;13,694125;254
Baalberge;6408;Sachsen-Anhalt;51,8019786;11,6685635;223
Baar;56729;Rheinland-Pfalz;50,3691224;7,1516537;406
Baar;86674;Bayern;48,5834909;10,9691645;556
Baar-Ebenhausen;85107;Bayern;48,6730881;11,4650369;551
Baarz;19309;Brandenburg;53,0831507;11,4981465;109
Baasdorf;6388;Sachsen-Anhalt;51,6812769;11,915833;243
Babben;3246;Brandenburg;51,7096936;13,7845815;325
Bäbelin;23992;Mecklenburg-Vorpommern;53,8647019;11,6869943;113
Baben;39596;Sachsen-Anhalt;52,727602;11,9501613;156
Babenhausen;64832;Hessen;49,9513575;8,9486323;407
Babenhausen;87727;Bayern;48,1520745;10,2396343;600
Babensham;83547;Bayern;48,0904586;12,2842625;627
Babke;17237;Mecklenburg-Vorpommern;53,3587349;13,2452262;213
Babst;23992;Mecklenburg-Vorpommern;53,8647019;11,6869943;113
Bach;4828;Sachsen;51,364395;12,6883075;302
Bach;83364;Bayern;47,8329599;12,7497721;664
Bach;83739;Bayern;51,165691;10,451526;267
Bach;93090;Bayern;49,0226901;12,3033278;527
Bacharach;55422;Rheinland-Pfalz;50,0604284;7,7682472;419
Bachenberg;57610;Rheinland-Pfalz;50,6824377;7,6625802;358
Bachfeld;96528;Thüringen;50,3961826;11,0055038;357
Bachhagel;89429;Bayern;48,63288;10,3310971;547
Bächingen;89431;Bayern;48,5424415;10,3239754;557
Bachzelten;84428;Bayern;48,3104109;12,2747258;603
Backnang;71522;Baden-Württemberg;48,9489037;9,433109;513
Bad Abbach;93077;Bayern;48,9267277;12,0550586;533
Bad Aibling;83043;Bayern;47,8789502;12,007068;646
Bad Alexandersbad;95680;Bayern;50,0101897;12,0290584;417
Bad Arolsen;34454;Hessen;51,4014535;8,9955229;249
Bad Bayersoien;82435;Bayern;47,6925038;10,9920233;655
Bad Bederkesa;27624;Niedersachsen;53,6247038;8,8415435;80
Bad Bellingen;79415;Baden-Württemberg;47,7180442;7,5495374;672
Bad Bentheim;48455;Niedersachsen;52,2973749;7,0991962;242
Bad Bergzabern;76887;Rheinland-Pfalz;49,1035051;7,9991986;515
Bad Berka;99438;Thüringen;50,8967473;11,2678879;307
Bad Berleburg;57319;Nordrhein-Westfalen;51,066498;8,3966362;298
Bad Berneck;95460;Bayern;50,0433513;11,6653144;406
Bad Bertrich;56864;Rheinland-Pfalz;50,0709681;7,0355853;439
Bad Bevensen;29549;Niedersachsen;53,0812435;10,5894411;63
Bad Bibra;6647;Sachsen-Anhalt;51,1879685;11,531088;281
Bad Birnbach;84364;Bayern;48,4480634;13,0671849;605
Bad Blankenburg;7422;Thüringen;50,645836;11,2508826;333
Bad Bocklet;97708;Bayern;50,2752855;10,054223;364
Bad Bodenteich;29389;Niedersachsen;52,8327965;10,6742199;90
Bad Brambach;8648;Sachsen;50,221312;12,3079795;401
Bad Bramstedt;24576;Schlewig-Holstein;53,9103397;9,8438131;42
Bad Breisig;53498;Rheinland-Pfalz;50,4991766;7,2716486;389
Bad Brückenau;97769;Bayern;50,3036368;9,7849523;362
Bad Buchau;88422;Baden-Württemberg;48,0618455;9,6079482;611
Bad Camberg;65520;Hessen;50,3112146;8,2912982;380
Bad Colberg-Heldburg;98663;Thüringen;50,2795;10,7245549;367
Bad Ditzenbach;73342;Baden-Württemberg;48,5860958;9,6973974;553
Bad Doberan;18209;Mecklenburg-Vorpommern;54,0994665;11,8760791;135
Bad Driburg;33014;Nordrhein-Westfalen;51,7367282;9,0490757;213
Bad Düben;4849;Sachsen;51,6034528;12,6503593;279
Bad Dürkheim;67098;Rheinland-Pfalz;49,4590591;8,0944799;475
Bad Dürrenberg;6231;Sachsen-Anhalt;51,2792897;12,0920822;288
Bad Dürrheim;78073;Baden-Württemberg;47,9769333;8,6023588;628
Bad Eilsen;31707;Niedersachsen;52,2413259;9,1020258;159
Bad Elster;8645;Sachsen;50,2821802;12,232541;393
Bad Ems;56130;Rheinland-Pfalz;50,3505119;7,7227544;390
Bad Emstal;34308;Hessen;51,2658659;9,2421384;260
Bad Endbach;35080;Hessen;50,7563816;8,4784238;329
Bad Endorf;83093;Bayern;47,9066615;12,3101231;647
Bad Essen;49152;Niedersachsen;52,3404825;8,3955076;174
Bad Feilnbach;83075;Bayern;47,7996052;11,9995045;654
Bad Frankenhausen;6567;Thüringen;51,3563251;11,1108943;254
Bad Freienwalde;16259;Brandenburg;52,798072;14,015775;277
Bad Friedrichshall;74177;Baden-Württemberg;49,237102;9,2101487;483
Bad Füssing;94072;Bayern;48,3378861;13,3160604;623
Bad Gandersheim;37581;Niedersachsen;51,8672671;10,0583724;187
Bad Gottleuba;1816;Sachsen;50,8484584;13,9407149;401
Bad Griesbach;94086;Bayern;48,4523005;13,2060314;608
Bad Grönenbach;87730;Bayern;47,8716853;10,2402406;632
Bad Grund;37539;Niedersachsen;51,8094929;10,238557;194
Bad Harzburg;38667;Niedersachsen;51,875859;10,5655195;189
Bad Heilbrunn;83670;Bayern;47,7555637;11,4578853;652
Bad Herrenalb;76332;Baden-Württemberg;48,7978036;8,4426317;540
Bad Hersfeld;36251;Hessen;50,880385;9,7058593;298
Bad Homburg;61348;Hessen;50,2279312;8,6142087;382
Bad Homburg;61350;Hessen;50,2497872;8,564478;381
Bad Homburg;61352;Hessen;50,2171728;8,6540643;383
Bad Honnef;53604;Nordrhein-Westfalen;50,6497767;7,2780903;374
Bad Hönningen;53557;Rheinland-Pfalz;50,5175358;7,3085532;386
Bad Iburg;49186;Niedersachsen;52,1406115;8,0410329;207
Bad Karlshafen;34385;Hessen;51,6434875;9,4564158;216
Bad Kissingen;97688;Bayern;50,2124364;10,0588367;371
Bad Kleinen;23996;Mecklenburg-Vorpommern;53,7905794;11,4282001;95
Bad Klosterlausnitz;7639;Thüringen;50,9222429;11,8704091;317
Bad Kohlgrub;82433;Bayern;47,6668311;11,0505781;658
Bad König;64732;Hessen;49,7399771;9,0130248;430
Bad Königshofen;97631;Bayern;50,2777884;10,4938376;365
Bad Kösen;6628;Sachsen-Anhalt;51,1338215;11,7267788;292
Bad Köstritz;7586;Thüringen;50,9299531;12,0106275;321
Bad Kreuznach;55543;Rheinland-Pfalz;49,8287175;7,87071;440
Bad Kreuznach;55545;Rheinland-Pfalz;49,8478855;7,8585242;438
Bad Krozingen;79189;Baden-Württemberg;47,9125658;7,6872678;649
Bad Laasphe;57334;Nordrhein-Westfalen;50,9431339;8,3594859;312
Bad Laer;49196;Niedersachsen;52,0949924;8,0834911;209
Bad Langensalza;99947;Thüringen;51,0949266;10,6232172;276
Bad Lauchstädt;6246;Sachsen-Anhalt;51,3881993;11,8637798;270
Bad Lausick;4651;Sachsen;51,1354419;12,6417913;321
Bad Lauterberg;37431;Niedersachsen;51,6102792;10,4355016;217
Bad Liebenstein;36448;Thüringen;50,833376;10,3695956;303
Bad Liebenwerda;4924;Brandenburg;51,5321537;13,3789452;318
Bad Liebenzell;75378;Baden-Württemberg;48,7808951;8,7361074;538
Bad Lippspringe;33175;Nordrhein-Westfalen;51,785633;8,8267643;213
Bad Marienberg;56470;Rheinland-Pfalz;50,6529429;7,946191;353
Bad Mergentheim;97980;Baden-Württemberg;49,4636557;9,7532256;455
Bad Münder;31848;Niedersachsen;52,2184983;9,4374888;154
Bad Münster-Ebernburg;55583;Rheinland-Pfalz;49,8001392;7,8368497;444
Bad Münstereifel;53902;Nordrhein-Westfalen;50,5326569;6,8049149;402
Bad Muskau;2953;Sachsen;51,533076;14,6623392;384
Bad Nauheim;61231;Hessen;50,3822571;8,7387728;364
Bad Nenndorf;31542;Niedersachsen;52,3365112;9,3702418;142
Bad Neuenahr-Ahrweiler;53474;Rheinland-Pfalz;50,5347286;7,1175897;391
Bad Neustadt;97616;Bayern;50,3242191;10,208851;359
Bad Oeynhausen;32545;Nordrhein-Westfalen;52,1971271;8,7926501;173
Bad Oeynhausen;32547;Nordrhein-Westfalen;52,2074157;8,822437;171
Bad Oeynhausen;32549;Nordrhein-Westfalen;52,2357817;8,8016185;168
Bad Oldesloe;23843;Schlewig-Holstein;53,8013492;10,3523426;34
Bad Orb;63619;Hessen;50,2072617;9,3797714;375
Bad Peterstal-Griesbach;77740;Baden-Württemberg;48,4282634;8,2022929;584
Bad Pyrmont;31812;Niedersachsen;51,9845094;9,2865902;182
Bad Rappenau;74906;Baden-Württemberg;49,243727;9,0626332;484
Bad Reichenhall;83435;Bayern;47,7273236;12,8416644;677
Bad Rippoldsau-Schapbach;77776;Baden-Württemberg;48,4327333;8,3213898;582
Bad Rodach;96476;Bayern;50,3337485;10,791479;361
Bad Rothenfelde;49214;Niedersachsen;52,09502;8,1602379;206
Bad Saarow-Pieskow;15526;Brandenburg;52,2623621;14,0359392;303
Bad Sachsa;37441;Niedersachsen;51,5797202;10,538447;222
Bad Säckingen;79713;Baden-Württemberg;47,5749447;7,9822169;680
Bad Salzdetfurth;31162;Niedersachsen;52,0726077;10,0327076;164
Bad Salzschlirf;36364;Hessen;50,6229774;9,5088862;328
Bad Salzuflen;32105;Nordrhein-Westfalen;52,0848218;8,7464532;185
